,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
77,3.0,4,http://www.zillow.com/homedetails/7088-SE-Borwick-St-Hillsboro-OR-97123/52696286_zpid/#charts-and-data,http://www.zillow.com/homedetails/7088-SE-Borwick-St-Hillsboro-OR-97123/52696286_zpid/,1893,SingleFamily,08/01/2000,168000,45.516191,-122.906891,6098,267000.0,2015,2001,358236,02/07/2017,0,340324,376148,1441,52696286
78,2.5,3,http://www.zillow.com/homedetails/11408-SW-33rd-Ave-Portland-OR-97219/53866460_zpid/#charts-and-data,http://www.zillow.com/homedetails/11408-SW-33rd-Ave-Portland-OR-97219/53866460_zpid/,1363,SingleFamily,09/07/2012,390000,45.443029,-122.710169,21200,423440.0,2015,1986,478896,02/07/2017,0,445373,526786,1027,53866460
79,2.0,4,http://www.zillow.com/homedetails/312-314-SE-20TH-Ave-Portland-OR-97214/53858729_zpid/#charts-and-data,http://www.zillow.com/homedetails/312-314-SE-20TH-Ave-Portland-OR-97214/53858729_zpid/,1906,SingleFamily,,,45.520464,-122.645201,5313,404630.0,2015,1943,656834,02/07/2017,0,597719,689676,4336,53858729
80,2.0,2,http://www.zillow.com/homedetails/13865-SW-Meridian-St-UNIT-424-Beaverton-OR-97005/123907793_zpid/#charts-and-data,http://www.zillow.com/homedetails/13865-SW-Meridian-St-UNIT-424-Beaverton-OR-97005/123907793_zpid/,986,Condominium,08/25/2015,249900,45.502643,-122.820686,,200000.0,2015,,232503,02/07/2017,0,206928,255753,-284,123907793
81,1.0,3,http://www.zillow.com/homedetails/10721-SE-Schiller-St-Portland-OR-97266/53912676_zpid/#charts-and-data,http://www.zillow.com/homedetails/10721-SE-Schiller-St-Portland-OR-97266/53912676_zpid/,1104,SingleFamily,08/07/2013,145000,45.487474,-122.552766,15400,186280.0,2015,1949,265942,02/07/2017,0,244667,284558,-1845,53912676
82,2.0,2,http://www.zillow.com/homedetails/8034-8038-SE-Henry-St-Portland-OR-97206/53856363_zpid/#charts-and-data,http://www.zillow.com/homedetails/8034-8038-SE-Henry-St-Portland-OR-97206/53856363_zpid/,1580,SingleFamily,01/16/2015,203126,45.476627,-122.580818,6112,244990.0,2015,1919,344454,02/07/2017,0,327231,368566,9689,53856363
83,2.0,4,http://www.zillow.com/homedetails/100-102-NE-Olvera-Ct-Gresham-OR-97030/53857736_zpid/#charts-and-data,http://www.zillow.com/homedetails/100-102-NE-Olvera-Ct-Gresham-OR-97030/53857736_zpid/,1189,MultiFamily2To4,10/19/2012,207700,45.497765,-122.396843,12210,257030.0,2015,1978,321976,02/07/2017,0,305877,338075,5216,53857736
84,2.0,3,http://www.zillow.com/homedetails/10541-NE-Morris-St-Portland-OR-97220/53994409_zpid/#charts-and-data,http://www.zillow.com/homedetails/10541-NE-Morris-St-Portland-OR-97220/53994409_zpid/,1228,SingleFamily,07/20/2016,275000,45.543867,-122.554056,10454,202520.0,2015,1951,283431,02/07/2017,0,269259,297603,1138,53994409
85,1.5,3,http://www.zillow.com/homedetails/10572-NE-Davis-St-Portland-OR-97220/53848502_zpid/#charts-and-data,http://www.zillow.com/homedetails/10572-NE-Davis-St-Portland-OR-97220/53848502_zpid/,1110,SingleFamily,03/01/1989,61650,45.523647,-122.553438,12000,273440.0,2015,1957,347414,02/07/2017,0,316147,392578,3448,53848502
86,1.5,3,http://www.zillow.com/homedetails/7915-N-Portsmouth-Ave-Portland-OR-97203/53937173_zpid/#charts-and-data,http://www.zillow.com/homedetails/7915-N-Portsmouth-Ave-Portland-OR-97203/53937173_zpid/,1930,SingleFamily,04/24/2009,173000,45.5842,-122.723284,6500,291690.0,2015,1902,427729,02/07/2017,0,397788,466225,3529,53937173
87,1.0,3,http://www.zillow.com/homedetails/3341-SE-Lincoln-St-Portland-OR-97214/53997623_zpid/#charts-and-data,http://www.zillow.com/homedetails/3341-SE-Lincoln-St-Portland-OR-97214/53997623_zpid/,2373,SingleFamily,09/25/2012,394385,45.508298,-122.629791,5227,478180.0,2015,1939,682970,02/07/2017,0,621503,723948,800,53997623
88,3.0,3,http://www.zillow.com/homedetails/18705-SW-Marne-Ct-Aloha-OR-97007/48542312_zpid/#charts-and-data,http://www.zillow.com/homedetails/18705-SW-Marne-Ct-Aloha-OR-97007/48542312_zpid/,1836,SingleFamily,07/22/2016,384000,45.463927,-122.869615,6969,299750.0,2015,1990,396547,02/07/2017,0,376720,416374,2124,48542312
89,1.5,2,,http://www.zillow.com/homedetails/12044-N-Jantzen-Beach-Ave-Portland-OR-97217/2130237868_zpid/,1120,Townhouse,,,45.610333,-122.6751,,,,1972,150120,02/07/2017,0,142614,163631,1010,2130237868
90,1.5,4,http://www.zillow.com/homedetails/1635-SE-36th-Ave-Portland-OR-97214/53997505_zpid/#charts-and-data,http://www.zillow.com/homedetails/1635-SE-36th-Ave-Portland-OR-97214/53997505_zpid/,2185,SingleFamily,08/21/1997,175000,45.510842,-122.626881,3485,440880.0,2015,1911,635931,02/07/2017,0,597775,674087,2771,53997505
91,,,,http://www.zillow.com/homedetails/9785-SW-River-Rd-Hillsboro-OR-97123/2141259578_zpid/,,SingleFamily,,,45.448962,-122.947764,87120,,,1930,291938,02/07/2017,0,253986,338648,1393,2141259578
92,2.5,4,http://www.zillow.com/homedetails/2651-Lookout-Ct-Lake-Oswego-OR-97034/48235360_zpid/#charts-and-data,http://www.zillow.com/homedetails/2651-Lookout-Ct-Lake-Oswego-OR-97034/48235360_zpid/,2472,SingleFamily,01/17/1990,99900,45.398317,-122.704067,17313,424673.0,2015,1974,610354,02/07/2017,0,543215,671389,3973,48235360
93,2.1,3,http://www.zillow.com/homedetails/13848-SW-159th-Ter-Portland-OR-97223/48583078_zpid/#charts-and-data,http://www.zillow.com/homedetails/13848-SW-159th-Ter-Portland-OR-97223/48583078_zpid/,2025,SingleFamily,06/08/2015,385000,45.419936,-122.840044,6098,352730.0,2015,2000,437643,02/07/2017,0,415761,459525,1277,48583078
94,2.0,3,http://www.zillow.com/homedetails/3115-E-Main-St-Hillsboro-OR-97123/48621683_zpid/#charts-and-data,http://www.zillow.com/homedetails/3115-E-Main-St-Hillsboro-OR-97123/48621683_zpid/,1104,SingleFamily,05/15/2015,205000,45.520506,-122.950913,15681,231220.0,2015,1957,286968,02/07/2017,0,258271,301316,2747,48621683
95,2.0,3,http://www.zillow.com/homedetails/1532-SE-Barn-Owl-Way-Gresham-OR-97080/53821116_zpid/#charts-and-data,http://www.zillow.com/homedetails/1532-SE-Barn-Owl-Way-Gresham-OR-97080/53821116_zpid/,1320,SingleFamily,12/09/2002,143000,45.485367,-122.392242,5203,189790.0,2015,2003,277395,02/07/2017,0,260751,291265,1576,53821116
96,,,http://www.zillow.com/homedetails/13668-SE-Siskin-Ln-Happy-Valley-OR-97015/125450595_zpid/#charts-and-data,http://www.zillow.com/homedetails/13668-SE-Siskin-Ln-Happy-Valley-OR-97015/125450595_zpid/,,SingleFamily,01/28/2016,342412,45.41414,-122.57159,,32068.0,2015,,,12/31/1969,0,,,,125450595
97,2.0,3,http://www.zillow.com/homedetails/2136-SE-Tamarack-Ave-Portland-OR-97214/53897347_zpid/#charts-and-data,http://www.zillow.com/homedetails/2136-SE-Tamarack-Ave-Portland-OR-97214/53897347_zpid/,1800,SingleFamily,08/19/2013,411000,45.506862,-122.648689,5227,473270.0,2015,1924,713235,02/07/2017,0,677573,748897,-18825,53897347
98,4.0,4,http://www.zillow.com/homedetails/15193-SW-107th-Ter-Tigard-OR-97224/52933372_zpid/#charts-and-data,http://www.zillow.com/homedetails/15193-SW-107th-Ter-Tigard-OR-97224/52933372_zpid/,3073,SingleFamily,06/28/2002,444340,45.410113,-122.787539,15246,595130.0,2015,2001,703036,02/07/2017,0,667884,738188,-2445,52933372
99,3.0,4,http://www.zillow.com/homedetails/9760-SW-Omara-St-Tigard-OR-97223/48603591_zpid/#charts-and-data,http://www.zillow.com/homedetails/9760-SW-Omara-St-Tigard-OR-97223/48603591_zpid/,2240,SingleFamily,,,45.419504,-122.777185,17424,321950.0,2015,1964,450830,02/07/2017,0,428289,477880,2186,48603591
100,2.0,3,http://www.zillow.com/homedetails/2195-Hillcrest-Dr-West-Linn-OR-97068/48238953_zpid/#charts-and-data,http://www.zillow.com/homedetails/2195-Hillcrest-Dr-West-Linn-OR-97068/48238953_zpid/,1642,SingleFamily,03/20/2014,256000,45.38772,-122.65414,18295,271046.0,2015,1958,417722,02/07/2017,0,380127,463671,-1710,48238953
101,2.0,3,http://www.zillow.com/homedetails/4726-SE-Belmont-St-Portland-OR-97215/53925747_zpid/#charts-and-data,http://www.zillow.com/homedetails/4726-SE-Belmont-St-Portland-OR-97215/53925747_zpid/,2706,SingleFamily,02/01/1987,38000,45.516386,-122.61406,3920,382680.0,2015,1905,530715,02/07/2017,0,456415,647472,5149,53925747
102,2.0,3,,http://www.zillow.com/homedetails/1246-NE-16th-Ave-Canby-OR-97013/2096117048_zpid/,2333,SingleFamily,,,45.275341,-122.684219,,,,2016,450851,02/07/2017,0,387732,522987,-8871,2096117048
103,3.0,,http://www.zillow.com/homedetails/4019-SE-124th-Ave-Portland-OR-97236/118333994_zpid/#charts-and-data,http://www.zillow.com/homedetails/4019-SE-124th-Ave-Portland-OR-97236/118333994_zpid/,1726,SingleFamily,07/26/2011,205000,45.492992,-122.535797,2702,240130.0,2015,2012,302252,02/07/2017,0,284117,320387,2663,118333994
104,2.0,3,http://www.zillow.com/homedetails/14225-SW-22nd-St-Beaverton-OR-97008/48548474_zpid/#charts-and-data,http://www.zillow.com/homedetails/14225-SW-22nd-St-Beaverton-OR-97008/48548474_zpid/,1262,SingleFamily,,,45.472339,-122.823162,8401,292850.0,2015,1967,360976,02/07/2017,0,342927,379025,440,48548474
105,2.0,3,http://www.zillow.com/homedetails/8344-N-Hendricks-St-Portland-OR-97203/54574279_zpid/#charts-and-data,http://www.zillow.com/homedetails/8344-N-Hendricks-St-Portland-OR-97203/54574279_zpid/,1302,SingleFamily,03/11/2016,313800,45.600212,-122.74693,3920,242630.0,2015,2002,280512,02/07/2017,0,255266,294538,-1180,54574279
106,1.0,2,http://www.zillow.com/homedetails/1220-NE-17th-Ave-APT-3B-Portland-OR-97232/53968326_zpid/#charts-and-data,http://www.zillow.com/homedetails/1220-NE-17th-Ave-APT-3B-Portland-OR-97232/53968326_zpid/,994,Condominium,11/10/2011,175000,45.531745,-122.648154,29404,213000.0,2015,1963,303435,02/07/2017,0,276126,342882,-9813,53968326
107,1.0,2,http://www.zillow.com/homedetails/26606-S-Fish-Rd-Mulino-OR-97042/48286748_zpid/#charts-and-data,http://www.zillow.com/homedetails/26606-S-Fish-Rd-Mulino-OR-97042/48286748_zpid/,1372,SingleFamily,,,45.222172,-122.598959,,205082.0,2015,1965,303584,02/07/2017,0,242867,343050,1626,48286748
108,3.0,3,http://www.zillow.com/homedetails/9021-SW-155th-Ave-Beaverton-OR-97007/118208366_zpid/#charts-and-data,http://www.zillow.com/homedetails/9021-SW-155th-Ave-Beaverton-OR-97007/118208366_zpid/,1436,SingleFamily,01/24/2013,199900,45.454608,-122.836579,2178,257740.0,2015,2007,293403,02/07/2017,0,278733,308073,522,118208366
109,2.5,3,http://www.zillow.com/homedetails/6743-SE-Fir-Ave-Portland-OR-97206/123220162_zpid/#charts-and-data,http://www.zillow.com/homedetails/6743-SE-Fir-Ave-Portland-OR-97206/123220162_zpid/,1818,SingleFamily,07/08/2015,275000,45.460969,-122.593473,7500,238215.0,2015,2014,321766,02/07/2017,0,276719,344290,1163,123220162
110,,,http://www.zillow.com/homedetails/4407-SE-Roethe-Rd-UNIT-23-Milwaukie-OR-97267/48295163_zpid/#charts-and-data,http://www.zillow.com/homedetails/4407-SE-Roethe-Rd-UNIT-23-Milwaukie-OR-97267/48295163_zpid/,,SingleFamily,,,45.399642,-122.617289,,6840.0,2015,1975,,12/31/1969,0,,,,48295163
111,1.0,3,http://www.zillow.com/homedetails/8217-SW-Hemlock-St-Portland-OR-97223/48585932_zpid/#charts-and-data,http://www.zillow.com/homedetails/8217-SW-Hemlock-St-Portland-OR-97223/48585932_zpid/,1704,SingleFamily,,,45.449679,-122.762145,20473,243750.0,2015,1925,366900,02/07/2017,0,322872,407259,4804,48585932
112,1.0,2,http://www.zillow.com/homedetails/9416-9420-N-Buchanan-Ave-Portland-OR-97203/53935603_zpid/#charts-and-data,http://www.zillow.com/homedetails/9416-9420-N-Buchanan-Ave-Portland-OR-97203/53935603_zpid/,836,MultiFamily2To4,02/12/2001,80000,45.593565,-122.740462,5000,301630.0,2015,1915,379129,02/07/2017,0,337425,420833,339,53935603
113,3.0,3,http://www.zillow.com/homedetails/5055-SE-36th-Pl-Portland-OR-97202/53940953_zpid/#charts-and-data,http://www.zillow.com/homedetails/5055-SE-36th-Pl-Portland-OR-97202/53940953_zpid/,1526,SingleFamily,07/02/2002,319900,45.486096,-122.625998,7000,478560.0,2015,1964,590005,02/07/2017,0,548705,619505,183,53940953
114,2.5,3,http://www.zillow.com/homedetails/6624-SE-89th-Ave-Portland-OR-97266/53864791_zpid/#charts-and-data,http://www.zillow.com/homedetails/6624-SE-89th-Ave-Portland-OR-97266/53864791_zpid/,1434,SingleFamily,10/04/2004,157000,45.474266,-122.571396,2500,212780.0,2015,1999,287853,02/07/2017,0,270582,308003,1159,53864791
115,2.5,4,http://www.zillow.com/homedetails/12268-SW-Palermo-St-Wilsonville-OR-97070/123974048_zpid/#charts-and-data,http://www.zillow.com/homedetails/12268-SW-Palermo-St-Wilsonville-OR-97070/123974048_zpid/,3106,SingleFamily,04/08/2016,509900,45.3079,-122.7981,5227,54655.0,2015,2015,556647,02/07/2017,0,528815,584479,-417,123974048
116,3.0,3,http://www.zillow.com/homedetails/1877-SE-Ironwood-Way-Gresham-OR-97080/61809479_zpid/#charts-and-data,http://www.zillow.com/homedetails/1877-SE-Ironwood-Way-Gresham-OR-97080/61809479_zpid/,1656,SingleFamily,01/28/2014,225000,45.483102,-122.377959,5227,221800.0,2015,2004,321334,02/07/2017,0,305267,337401,1251,61809479
117,2.0,4,http://www.zillow.com/homedetails/6255-NE-17th-Ave-Portland-OR-97211/53844822_zpid/#charts-and-data,http://www.zillow.com/homedetails/6255-NE-17th-Ave-Portland-OR-97211/53844822_zpid/,1344,SingleFamily,08/02/2001,41878,45.568299,-122.648273,4860,267990.0,2015,1971,408376,02/07/2017,0,351203,457381,12833,53844822
118,2.0,4,http://www.zillow.com/homedetails/1776-NE-Grant-St-Hillsboro-OR-97124/48621227_zpid/#charts-and-data,http://www.zillow.com/homedetails/1776-NE-Grant-St-Hillsboro-OR-97124/48621227_zpid/,966,SingleFamily,06/24/2005,250000,45.527428,-122.963973,8712,249210.0,2015,1964,323277,02/07/2017,0,284484,349139,627,48621227
119,2.5,3,http://www.zillow.com/homedetails/17700-Koch-Ct-Sandy-OR-97055/48307685_zpid/#charts-and-data,http://www.zillow.com/homedetails/17700-Koch-Ct-Sandy-OR-97055/48307685_zpid/,1477,SingleFamily,05/30/2001,154680,45.395231,-122.268587,5916,214176.0,2015,1993,278114,02/07/2017,0,264208,292020,975,48307685
120,2.0,3,http://www.zillow.com/homedetails/5930-5932-SE-Milwaukie-Ave-Portland-OR-97202/53875237_zpid/#charts-and-data,http://www.zillow.com/homedetails/5930-5932-SE-Milwaukie-Ave-Portland-OR-97202/53875237_zpid/,1801,Apartment,06/28/2013,315000,45.479553,-122.649102,5150,356950.0,2015,1902,546358,02/07/2017,0,491722,611921,-746,53875237
121,2.0,2,http://www.zillow.com/homedetails/3922-NE-6th-Ave-APT-B-Portland-OR-97212/53919641_zpid/#charts-and-data,http://www.zillow.com/homedetails/3922-NE-6th-Ave-APT-B-Portland-OR-97212/53919641_zpid/,1542,SingleFamily,03/02/2005,226000,45.551219,-122.659301,5000,391270.0,2015,1898,513121,02/07/2017,0,487465,538777,-482,53919641
122,3.0,4,http://www.zillow.com/homedetails/2537-NW-Robinia-Ln-Portland-OR-97229/55526652_zpid/#charts-and-data,http://www.zillow.com/homedetails/2537-NW-Robinia-Ln-Portland-OR-97229/55526652_zpid/,2969,SingleFamily,01/23/2004,410000,45.537932,-122.787534,5662,566340.0,2015,2002,638488,02/07/2017,0,606564,683182,-2842,55526652
123,1.5,3,http://www.zillow.com/homedetails/10110-SE-92nd-Ave-Happy-Valley-OR-97086/48212921_zpid/#charts-and-data,http://www.zillow.com/homedetails/10110-SE-92nd-Ave-Happy-Valley-OR-97086/48212921_zpid/,1560,SingleFamily,02/09/2007,282500,45.449585,-122.567274,19602,249651.0,2015,1958,361968,02/07/2017,0,336630,383686,750,48212921
124,2.5,2,http://www.zillow.com/homedetails/13923-Chico-Way-Oregon-City-OR-97045/119971212_zpid/#charts-and-data,http://www.zillow.com/homedetails/13923-Chico-Way-Oregon-City-OR-97045/119971212_zpid/,1226,SingleFamily,04/17/2013,204000,45.366012,-122.582658,,237061.0,2015,2012,299620,02/07/2017,0,284639,314601,3861,119971212
125,1.0,2,,http://www.zillow.com/homedetails/4124-SE-Alder-St-APT-1-Portland-OR-97214/2096455650_zpid/,,MultiFamily5Plus,,,45.517771,-122.620289,,,,,,12/31/1969,0,,,,2096455650
126,3.0,4,http://www.zillow.com/homedetails/8335-SW-Sexton-Mountain-Ct-Beaverton-OR-97008/48539573_zpid/#charts-and-data,http://www.zillow.com/homedetails/8335-SW-Sexton-Mountain-Ct-Beaverton-OR-97008/48539573_zpid/,2458,SingleFamily,01/27/2006,449950,45.459529,-122.821896,11326,421510.0,2015,1986,497167,02/07/2017,0,472309,536940,-524,48539573
127,1.0,3,http://www.zillow.com/homedetails/3022-SE-73rd-Ave-Portland-OR-97206/53875628_zpid/#charts-and-data,http://www.zillow.com/homedetails/3022-SE-73rd-Ave-Portland-OR-97206/53875628_zpid/,1396,SingleFamily,04/04/2003,233000,45.500328,-122.588179,5000,350270.0,2015,1941,416357,02/07/2017,0,378885,457993,-1220,53875628
128,2.1,3,http://www.zillow.com/homedetails/16980-SW-Blanco-Pl-Beaverton-OR-97007/48554585_zpid/#charts-and-data,http://www.zillow.com/homedetails/16980-SW-Blanco-Pl-Beaverton-OR-97007/48554585_zpid/,1594,SingleFamily,02/12/1996,143500,45.471874,-122.851525,6969,301580.0,2015,1992,374257,02/07/2017,0,355544,392970,1664,48554585
129,2.0,3,http://www.zillow.com/homedetails/6688-SW-Sussex-St-Beaverton-OR-97008/48550171_zpid/#charts-and-data,http://www.zillow.com/homedetails/6688-SW-Sussex-St-Beaverton-OR-97008/48550171_zpid/,1456,Townhouse,03/30/2015,177000,45.471584,-122.802342,1742,192270.0,2015,1977,256328,02/07/2017,0,240948,269144,1488,48550171
130,2.0,3,http://www.zillow.com/homedetails/16946-NW-Patrick-Ln-Portland-OR-97229/48557077_zpid/#charts-and-data,http://www.zillow.com/homedetails/16946-NW-Patrick-Ln-Portland-OR-97229/48557077_zpid/,1964,SingleFamily,02/28/1991,38200,45.558253,-122.851428,7405,423700.0,2015,1991,486876,02/07/2017,0,462532,511220,3461,48557077
131,3.0,,http://www.zillow.com/homedetails/12627-SE-Foster-Rd-Portland-OR-97236/67571172_zpid/#charts-and-data,http://www.zillow.com/homedetails/12627-SE-Foster-Rd-Portland-OR-97236/67571172_zpid/,1674,Condominium,12/07/2005,199900,45.476873,-122.533752,,235870.0,2015,2006,256049,02/07/2017,0,227884,279093,7731,67571172
132,2.5,3,http://www.zillow.com/homedetails/2916-SW-Brixton-Ave-Gresham-OR-97080/53864744_zpid/#charts-and-data,http://www.zillow.com/homedetails/2916-SW-Brixton-Ave-Gresham-OR-97080/53864744_zpid/,2124,SingleFamily,07/14/1995,185500,45.47565,-122.462908,10003,303360.0,2015,1986,365091,02/07/2017,0,346836,386996,1045,53864744
133,2.0,3,http://www.zillow.com/homedetails/8756-N-Chautauqua-Blvd-Portland-OR-97217/53848689_zpid/#charts-and-data,http://www.zillow.com/homedetails/8756-N-Chautauqua-Blvd-Portland-OR-97217/53848689_zpid/,1452,SingleFamily,06/29/2016,260000,45.585952,-122.706447,6969,272450.0,2015,1961,414711,02/07/2017,0,377387,439594,79607,53848689
134,2.5,3,http://www.zillow.com/homedetails/636-NE-Prescott-St-Portland-OR-97211/53903189_zpid/#charts-and-data,http://www.zillow.com/homedetails/636-NE-Prescott-St-Portland-OR-97211/53903189_zpid/,1771,SingleFamily,09/01/1989,13750,45.555336,-122.658778,3450,310500.0,2015,1904,491803,02/07/2017,0,432787,531147,5109,53903189
135,1.0,2,,http://www.zillow.com/homedetails/2525-SE-119th-Ave-Portland-OR-97266/2132264958_zpid/,759,SingleFamily,12/20/2016,124000,45.503774,-122.540952,,,,1971,150006,02/07/2017,0,115505,171007,6029,2132264958
136,1.0,2,,http://www.zillow.com/homedetails/211-SE-223rd-Ave-Gresham-OR-97030/2119123232_zpid/,972,Townhouse,,,45.5208,-122.434,,,,,320075,02/07/2017,0,268863,380889,-2690,2119123232
137,1.5,4,http://www.zillow.com/homedetails/15209-SE-Stephens-Ct-Portland-OR-97233/53926809_zpid/#charts-and-data,http://www.zillow.com/homedetails/15209-SE-Stephens-Ct-Portland-OR-97233/53926809_zpid/,1750,SingleFamily,05/16/2007,237000,45.509741,-122.506855,10000,187760.0,2015,1961,268761,02/07/2017,0,249948,287574,-17,53926809
138,2.5,3,,http://www.zillow.com/homedetails/18301-NW-Chemeketa-Ln-18355D-Portland-OR-97229/2096216163_zpid/,1560,MultiFamily5Plus,,,45.562021,-122.86638,,,,,,12/31/1969,0,,,,2096216163
139,2.0,2,,http://www.zillow.com/homedetails/173-NE-Bridgeton-Rd-SLIP-23-Portland-OR-97211/2128218131_zpid/,1086,SingleFamily,,,45.602409,-122.664413,,,,1978,279061,02/07/2017,0,251155,301386,3922,2128218131
140,2.0,4,http://www.zillow.com/homedetails/4215-4217-SE-27TH-Ave-Portland-OR-97202/53893167_zpid/#charts-and-data,http://www.zillow.com/homedetails/4215-4217-SE-27TH-Ave-Portland-OR-97202/53893167_zpid/,1904,SingleFamily,05/22/2013,256200,45.492508,-122.638885,5000,340710.0,2015,1965,490619,02/07/2017,0,461182,539681,-6492,53893167
141,2.5,3,http://www.zillow.com/homedetails/16309-SW-Red-Twig-Dr-Sherwood-OR-97140/48571700_zpid/#charts-and-data,http://www.zillow.com/homedetails/16309-SW-Red-Twig-Dr-Sherwood-OR-97140/48571700_zpid/,1650,SingleFamily,08/19/2005,259900,45.347152,-122.844132,4792,280500.0,2015,1998,354454,02/07/2017,0,333187,372177,255,48571700
