SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,6405 Dawn Crk,Playa Vista,CA,90094,1950000,3,3,Playa Vista,2972,49489,2007,2,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6405-S-Dawn-Crk-90094/unit-2/home/17230005,TheMLS,63202607,N,Y,33.972933,-118.420203
MLS Listing,Single Family Residential,22041 Runnymede St,Canoga Park,CA,91303,429000,2,1,CP - Canoga Park,978,6785,1947,2,Active,,,http://www.redfin.com/CA/Los-Angeles/22041-Runnymede-St-91303/home/3086657,CRISNet,63202573,N,Y,34.2057288,-118.6074466
MLS Listing,Townhouse,4381 Ventura Canyon Ave #10,Sherman Oaks,CA,91423,399990,2,2,Sherman Oaks (SO),937,13050,1974,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4381-Ventura-Canyon-Ave-91423/unit-10/home/5219197,TheMLS,63202540,N,Y,34.15005,-118.43005
MLS Listing,Condo/Co-op,4249 Longridge Ave #107,Studio City,CA,91604,468000,2,2,STUD - Studio City,1151,22013,1984,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4249-Longridge-Ave-91604/unit-107/home/5247595,CRMLS,63202529,N,Y,34.147972,-118.421643
MLS Listing,Condo/Co-op,729 S Hobart Blvd #10,Los Angeles,CA,90005,430000,2,1,699 - Not Defined,909,,1979,2,Active,December-17-2016 12:00 AM,December-17-2016 11:59 PM,http://www.redfin.com/CA/Los-Angeles/729-S-Hobart-Blvd-90005/unit-10/home/6918132,CRMLS,63202286,N,Y,34.0588154,-118.3057142
MLS Listing,Single Family Residential,5510 Red Oak Dr,Los Angeles (City),CA,90068,3200000,4,4,Los Feliz,4255,14294,2009,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5510-Red-Oak-Dr-90068/home/23235662,TheMLS,63202266,N,Y,34.11263,-118.30987
MLS Listing,Multi-Family (2-4 Unit),1746 Crenshaw,Los Angeles (City),CA,90019,1239000,6,4,Mid-Wilshire,4950,7293,1936,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1746-Crenshaw-Blvd-90019/home/6906135,TheMLS,63202265,N,Y,34.042171,-118.329363
MLS Listing,Condo/Co-op,2884 Sawtelle Blvd #207,Los Angeles (City),CA,90064,460000,1,1,West Los Angeles,690,30326,1971,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2884-Sawtelle-Blvd-90064/unit-207/home/17226496,TheMLS,63202164,N,Y,34.0274187,-118.4316666
MLS Listing,Condo/Co-op,2121 Beloit Ave #111,Los Angeles (City),CA,90025,615000,2,2,West Los Angeles,1008,24767,1985,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2121-Beloit-Ave-90025/unit-111/home/8121411,TheMLS,63202163,N,Y,34.03947,-118.441348
MLS Listing,Vacant Land,2846 Eva,Los Angeles,CA,90031,75000,,,677 - Lincoln Hts,,13668,,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2846-Eva-Ter-90031/home/22123626,CRMLS,63202111,N,Y,34.080106,-118.20033
MLS Listing,Multi-Family (2-4 Unit),146 S Savannah St,Los Angeles,CA,90033,750000,10,6,BOYH - Boyle Heights,3296,5600,2016,2,Active,,,http://www.redfin.com/CA/Los-Angeles/146-S-Savannah-St-90033/home/6941149,CRMLS,63202006,N,Y,34.0395244,-118.2039453
MLS Listing,Single Family Residential,1909 W 84th Pl,Los Angeles,CA,90047,499000,3,2,C36 - Metropolitan Southwest,1515,8146,1929,2,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1909-W-84th-Pl-90047/home/7293497,CRMLS,63202005,N,Y,33.9620216,-118.311573
MLS Listing,Mobile/Manufactured Home,8100 Foothill Blvd #8,Sunland,CA,91040,48000,2,1,659 - Sunland/Tujunga,,,1961,2,Active,,,http://www.redfin.com/CA/Los-Angeles/8100-Foothill-Blvd-91040/unit-8/home/112343458,i-Tech MLS,63201979,N,Y,34.2595042,-118.3096539
MLS Listing,Single Family Residential,4700 Escobedo Dr,Woodland Hills,CA,91364,1169500,4,5,Woodland Hills (WHLL),3700,5460,2007,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4700-Escobedo-Dr-91364/home/17246358,TheMLS,63201850,N,Y,34.1563123,-118.5899959
MLS Listing,Single Family Residential,3785 Valleybrink Rd,Atwater Village,CA,90039,765000,2,1,606 - Atwater,926,4801,1923,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/3785-Valleybrink-Rd-90039/home/7064872,CRMLS,63201758,N,Y,34.118846,-118.266728
MLS Listing,Condo/Co-op,531 N Rossmore Ave #202,Los Angeles,CA,90004,749900,2,2,HPK - Hancock Park,1605,,1960,2,Active,,,http://www.redfin.com/CA/Los-Angeles/531-N-Rossmore-Ave-90004/unit-202/home/7099916,CRISNet,63201737,N,Y,34.079762,-118.327564
MLS Listing,Townhouse,3566 Via Dolce,Marina Del Rey,CA,90292,1079000,2,2.5,Marina Del Rey,1536,,1978,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Marina-del-Rey/3566-Via-Dolce-90292/home/6733853,TheMLS,63201593,N,Y,33.977386,-118.460882
MLS Listing,Condo/Co-op,8828 Pershing Dr #138,Playa Del Rey,CA,90293,699000,2,2.5,Playa Del Rey,1754,85345,1981,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/8828-Pershing-Dr-90293/unit-138/home/6630735,TheMLS,63201455,N,Y,33.953491,-118.439469
MLS Listing,Single Family Residential,5927 La Prada Ter,Los Angeles (City),CA,90042,789000,3,2,Highland Park,948,7462,1947,2,Active,December-11-2016 02:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/5927-La-Prada-Ter-90042/home/7086741,TheMLS,63201453,N,Y,34.124829,-118.190085
MLS Listing,Single Family Residential,9636 Shoshone Ave,Northridge,CA,91325,949000,4,3.25,NR - Northridge,3674,16328,1963,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/9636-Shoshone-Ave-91325/home/5846887,CRISNet,63201409,N,Y,34.246012,-118.517408
MLS Listing,Single Family Residential,11910 Mcdonald St,Culver City,CA,90230,699000,2,1,Culver City,815,5005,1944,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Culver-City/11910-McDonald-St-90230/home/6730000,TheMLS,63201164,N,Y,33.9900391,-118.4087649
MLS Listing,Condo/Co-op,6250 Hollywood Blvd Unit 8H,Los Angeles (City),CA,90028,679000,1,1.5,Hollywood,1220,196240,2009,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6250-Hollywood-Blvd-90028/unit-8H/home/40155462,TheMLS,63201163,N,Y,34.1009778,-118.3259236
MLS Listing,Single Family Residential,4920 Los Feliz,Los Angeles (City),CA,90027,1499000,3,3.75,Los Feliz,3034,5892,1949,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4920-Los-Feliz-Blvd-90027/home/7133736,TheMLS,63201162,N,Y,34.109861,-118.296985
MLS Listing,Single Family Residential,4658 Carnegie St,Los Angeles,CA,90032,299000,1,1,621 - El Sereno,664,5031,1926,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4658-Carnegie-St-90032/home/6999506,i-Tech MLS,63200934,N,Y,34.0917941,-118.1857458
MLS Listing,Single Family Residential,7560 Mcconnell Ave,Westchester,CA,90045,1160000,3,1.75,Westchester,1280,6819,1950,2,Active,December-11-2016 01:30 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/7560-McConnell-Ave-90045/home/6617118,TheMLS,63200770,N,Y,33.9712308,-118.4129559
MLS Listing,Multi-Family (2-4 Unit),532 West 88th St,Los Angeles (City),CA,90044,375000,3,2,Metropolitan Southwest,1556,6485,1910,2,Active,,,http://www.redfin.com/CA/Los-Angeles/532-W-88th-St-90044/home/7295158,TheMLS,63200616,N,Y,33.957089,-118.283747
MLS Listing,Single Family Residential,19554 Oxnard St,Tarzana,CA,91356,949000,1,1,Tarzana (TAR),810,21524,1947,2,Active,,,http://www.redfin.com/CA/Los-Angeles/19554-Oxnard-St-91356/home/4041603,TheMLS,63200615,N,Y,34.1785379,-118.559103
MLS Listing,Single Family Residential,23808 Long Valley Rd,Hidden Hills,CA,91302,6725000,6,8,Hidden Hills (HHIL),9406,49687,2007,2,Active,,,http://www.redfin.com/CA/Hidden-Hills/23808-Long-Valley-Rd-91302/home/3297280,TheMLS,63200418,N,Y,34.160375,-118.6458
MLS Listing,Single Family Residential,21001 Ingomar St,Canoga Park,CA,91304,499900,3,1.75,CP - Canoga Park,1383,7484,1958,2,Active,,,http://www.redfin.com/CA/Los-Angeles/21001-Ingomar-St-91304/home/3709660,CRISNet,63200324,N,Y,34.21222,-118.5908641
MLS Listing,Single Family Residential,4737 Elmwood Ave,Los Angeles (City),CA,90004,1800000,3,2,Hancock Park,1818,7249,1918,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4737-Elmwood-Ave-90004/home/7099272,TheMLS,63200201,N,Y,34.0785989,-118.310528
MLS Listing,Condo/Co-op,1050 South Grand #1210,Los Angeles (City),CA,90015,1179000,2,2,Downtown Los Angeles,1353,,2016,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1050-S-Grand-Ave-90015/unit-1210/home/112342243,TheMLS,63200199,N,Y,34.041548,-118.2615
MLS Listing,Multi-Family (2-4 Unit),900 East 103rd St,Los Angeles (City),CA,90002,519000,5,3,Metropolitan South,1535,5884,1944,2,Active,,,http://www.redfin.com/CA/Los-Angeles/900-E-103rd-St-90002/home/7303555,TheMLS,63200198,N,Y,33.9430944,-118.25854
MLS Listing,Single Family Residential,4166 Denker Ave,Los Angeles (City),CA,90062,479000,3,1,Los Angeles Southwest,1223,6801,1921,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4166-Denker-Ave-90062/home/6874726,TheMLS,63200025,N,Y,34.0078815,-118.3042815
MLS Listing,Single Family Residential,7353 Jamieson Ave,Reseda,CA,91335,428900,2,1,RES - Reseda,906,7499,1941,2,Active,,,http://www.redfin.com/CA/Los-Angeles/7353-Jamieson-Ave-91335/home/3806267,CRMLS,63199788,N,Y,34.2045044,-118.5220918
MLS Listing,Single Family Residential,3859 Sky View Ln,Glendale,CA,91214,1299000,4,3,635 - La Crescenta/Glendale Montrose & Annex,3024,12119,1996,2,Active,,,http://www.redfin.com/CA/Glendale/3859-Sky-View-Ln-91214/home/7137858,i-Tech MLS,63199573,N,Y,34.251342,-118.2631653
MLS Listing,Vacant Land,8910 La Tuna Canyon Rd,Sun Valley,CA,,170000,,,SUNV - Sun Valley,,21186,,2,Active,,,http://www.redfin.com/CA/Los-Angeles/8910-La-Tuna-Canyon-Rd-91352/home/112341144,CRISNet,63199383,N,Y,34.2373261,-118.3208278
MLS Listing,Single Family Residential,2750 Forrester Dr,Los Angeles (City),CA,90064,3725000,4,4,Cheviot Hills,3557,12338,1948,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2750-Forrester-Dr-90064/home/6791291,TheMLS,63199250,N,Y,34.042816,-118.402554
MLS Listing,Single Family Residential,2571 Outpost Dr,Los Angeles (City),CA,90068,2999000,4,4,Sunset Strip/Hollywood Hills West,2920,14959,1941,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2571-Outpost-Dr-90068/home/7126627,TheMLS,63199045,N,Y,34.1155809,-118.3465584
MLS Listing,Single Family Residential,22607 Berdon St,Woodland Hills,CA,91367,699000,4,2.75,WHLL - Woodland Hills,1602,6750,1954,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/22607-Berdon-St-91367/home/3225600,CRISNet,63199027,N,Y,34.1712909,-118.619295
MLS Listing,Single Family Residential,7701 Ampere Ave,North Hollywood,CA,91605,500000,3,2,NHO - North Hollywood,1971,7717,1964,2,Active,,,http://www.redfin.com/CA/Los-Angeles/7701-Ampere-Ave-91605/home/4962833,i-Tech MLS,63198886,N,Y,34.210234,-118.418808
MLS Listing,Single Family Residential,17457 Lemac St,Northridge,CA,91325,499900,3,2,NR - Northridge,1592,7712,1950,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/17457-Lemac-St-91325/home/4323632,CRISNet,63198868,N,Y,34.21134,-118.5140378
MLS Listing,Single Family Residential,23617 Long Valley Rd,Hidden Hills,CA,91302,3798000,6,6,HHIL - Hidden Hills,6359,38698,1990,2,Active,,,http://www.redfin.com/CA/Hidden-Hills/23617-Long-Valley-Rd-91302/home/3297693,CRISNet,63198867,N,Y,34.16042,-118.640981
MLS Listing,Single Family Residential,12818 Stanwood Dr,Los Angeles (City),CA,90066,1599000,3,1.75,Palms/Mar Vista,1456,6785,1953,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12818-Stanwood-Dr-90066/home/6747700,TheMLS,63198835,N,Y,34.011769,-118.449546
MLS Listing,Multi-Family (2-4 Unit),1947 Wollam St,Los Angeles (City),CA,90065,799000,5,3,Glassell Park,1800,9693,1963,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1947-Wollam-St-90065/home/7075153,TheMLS,63198554,N,Y,34.1052864,-118.2265087
MLS Listing,Single Family Residential,1717 Sunset Plaza Dr,Los Angeles (City),CA,90069,5295000,4,5,Sunset Strip/Hollywood Hills West,3000,6254,1938,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1717-Sunset-Plaza-Dr-90069/home/7120017,TheMLS,63198432,N,Y,34.1017045,-118.38008
MLS Listing,Single Family Residential,936 Fortune Way,Los Angeles,CA,90042,949000,3,2.5,632 - Highland Park,2600,6941,1967,2,Active,December-11-2016 02:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/936-Fortune-Way-90042/home/7186920,i-Tech MLS,63198313,N,Y,34.123592,-118.169566
MLS Listing,Single Family Residential,12884 Hammock Ln,Los Angeles (City),CA,90094,2749000,5,4.25,Playa Vista,3399,3260,2014,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12884-Hammock-Ln-90094/home/110093286,TheMLS,63198170,N,Y,33.9746646,-118.4201419
MLS Listing,Single Family Residential,4645 Westchester Dr,Woodland Hills,CA,91364,2899000,7,6,WHLL - Woodland Hills,6238,21732,1989,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4645-Westchester-Dr-91364/home/4231312,CRISNet,63198151,N,Y,34.154572,-118.583579
MLS Listing,Condo/Co-op,809 South Bundy Dr #313,Los Angeles (City),CA,90049,770000,2,2,Brentwood,1578,34127,1970,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/809-S-Bundy-Dr-90049/unit-313/home/6760243,TheMLS,63198104,N,Y,34.050056,-118.47248
MLS Listing,Single Family Residential,8136 Louise Ave,Northridge,CA,91325,699999,4,3,NR - Northridge,2156,6880,1920,2,Active,December-11-2016 12:00 AM,December-11-2016 11:59 PM,http://www.redfin.com/CA/Los-Angeles/8136-Louise-Ave-91325/home/4338950,CRISNet,63197788,N,Y,34.218657,-118.509507
MLS Listing,Single Family Residential,17619 Cohasset St,Lake Balboa,CA,91406,499900,3,2,LKBL - Lake Balboa,1200,6000,1950,2,Active,December-11-2016 11:00 AM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/17619-Cohasset-St-91406/home/4327501,CRISNet,63197615,N,Y,34.207045,-118.517006
MLS Listing,Single Family Residential,12806 Elkwood St,North Hollywood,CA,91605,649000,3,3,NHO - North Hollywood,1744,5266,1962,2,Active,December-17-2016 11:00 AM,December-17-2016 01:00 PM,http://www.redfin.com/CA/Los-Angeles/12806-Elkwood-St-91605/home/4978453,CRISNet,63197613,N,Y,34.211891,-118.412302
MLS Listing,Single Family Residential,13124 S Main St,Los Angeles,CA,90061,330000,3,1,699 - Not Defined,866,2950,1949,2,Active,,,http://www.redfin.com/CA/Los-Angeles/13124-S-Main-St-90061/home/7335878,CRMLS,63197489,N,Y,33.9130493,-118.2736448
MLS Listing,Multi-Family (2-4 Unit),4300 5th Ave,Los Angeles,CA,90008,450000,2,2,C34 - Los Angeles Southwest,,4373,1937,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4300-5th-Ave-90008/home/6876670,CRMLS,63197286,N,Y,34.005314,-118.321973
MLS Listing,Single Family Residential,507 N Gardner St,Los Angeles,CA,90036,3249900,5,5.5,C19 - Beverly Center-Miracle Mile,4152,6480,2015,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/507-N-Gardner-St-90036/home/7102984,CRISNet,63197262,N,Y,34.0805069,-118.3534524
MLS Listing,Condo/Co-op,1840 Veteran Ave #104,Los Angeles (City),CA,90025,859000,2,2.5,Westwood/Century City,1818,23689,1981,2,Active,December-13-2016 11:00 AM,December-13-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/1840-Veteran-Ave-90025/unit-104/home/6801168,TheMLS,63197238,N,Y,34.0480397,-118.4390857
MLS Listing,Condo/Co-op,10611 Ashton Ave #3,Los Angeles (City),CA,90024,1295000,3,2.25,Westwood/Century City,1830,6229,1982,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/10611-Ashton-Ave-90024/unit-3/home/6804326,TheMLS,63197236,N,Y,34.0605196,-118.4336157
MLS Listing,Single Family Residential,22025 Dumetz Rd,Woodland Hills,CA,91364,759888,4,2,Woodland Hills (WHLL),1939,6290,1949,2,Active,,,http://www.redfin.com/CA/Los-Angeles/22025-Dumetz-Rd-91364/home/4198280,VCRDS,63197219,N,Y,34.157136,-118.606805
MLS Listing,Single Family Residential,7001 Aldea Ave,Lake Balboa,CA,91406,649000,3,1.75,LKBL - Lake Balboa,1739,6789,1956,2,Active,December-11-2016 12:00 AM,December-11-2016 11:59 PM,http://www.redfin.com/CA/Los-Angeles/7001-Aldea-Ave-91406/home/4527840,CRISNet,63197066,N,Y,34.1976398,-118.5090322
MLS Listing,Single Family Residential,6301 Babcock Ave,Valley Glen,CA,91606,795000,3,2,Valley Glen (VG),1872,7569,1948,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6301-Babcock-Ave-91606/home/5113508,TheMLS,63197000,N,Y,34.184963,-118.406631
MLS Listing,Single Family Residential,10953 S Hobart Blvd,Los Angeles,CA,90047,375000,3,1,C34 - Los Angeles Southwest,1236,5210,1946,2,Active,,,http://www.redfin.com/CA/Los-Angeles/10953-S-Hobart-Blvd-90047/home/7318712,CRMLS,63196944,N,Y,33.9359582,-118.3082127
MLS Listing,Single Family Residential,14073 Carlton Ln,Sylmar,CA,91342,442000,3,3,SYL - Sylmar,2050,382449,2007,2,Active,,,http://www.redfin.com/CA/Los-Angeles/14073-Carlton-Ln-91342/unit-133/home/17231147,CRISNet,63196932,N,Y,34.3284456,-118.4402578
MLS Listing,Single Family Residential,21607 Stanwell St,Chatsworth,CA,91311,749000,5,4,CHT - Chatsworth,3199,7698,1981,2,Active,December-11-2016 02:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/21607-Stanwell-St-91311/home/5796406,CRISNet,63196930,N,Y,34.26199,-118.600506
MLS Listing,Single Family Residential,349 South Mansfield Ave,Los Angeles (City),CA,90036,3149000,4,5.5,Hancock Park,4154,6752,2015,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/349-S-Mansfield-Ave-90036/home/7091550,TheMLS,63196811,N,Y,34.067492,-118.3410309
MLS Listing,Single Family Residential,4808 Beloit Ave,Los Angeles (City),CA,90230,1025000,3,2,Culver City,1460,5446,1947,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Culver-City/4808-Beloit-Ave-90230/home/6728112,TheMLS,63196640,N,Y,33.999846,-118.404396
MLS Listing,Single Family Residential,16677 Calneva Dr,Encino,CA,91436,1799000,5,5,ENC - Encino,4480,18230,1974,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/16677-Calneva-Dr-91436/home/4947818,CRISNet,63196628,N,Y,34.137036,-118.496067
MLS Listing,Single Family Residential,14353 Tiara St,Sherman Oaks,CA,91401,579000,3,2,SO - Sherman Oaks,1179,6907,1941,2,Active,,,http://www.redfin.com/CA/Los-Angeles/14353-Tiara-St-91401/home/4694497,CRISNet,63196480,N,Y,34.1786711,-118.4461893
MLS Listing,Condo/Co-op,3785 Wilshire #908,Los Angeles (City),CA,90010,799000,2,2,Mid-Wilshire,1360,53695,2009,2,Active,,,http://www.redfin.com/CA/Los-Angeles/3785-Wilshire-Blvd-90010/unit-908/home/22853915,TheMLS,63196420,N,Y,34.0627656,-118.308739
MLS Listing,Single Family Residential,1104 W 67th St,Los Angeles,CA,90044,335000,2,1,C37 - Metropolitan South,1405,2649,1922,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1104-W-67th-St-90044/home/7278625,CRMLS,63196191,N,Y,33.9783479,-118.29395
